condominio;quartos;suites;vagas;area;bairro;atualizacao;preco;distancia;pm2
1517;3;3.0;1.0;110;5;2;1890000;0.48;17181.82
550;3;1.0;1.0;33;5;2;870000;0.67;26363.64
1700;3;1.0;1.0;110;5;2;2380000;0.55;21636.36
1450;3;1.0;1.0;110;5;0;1900000;0.08;17272.73
1000;3;3.0;2.0;120;5;0;1600000;0.42;13333.33
5461;3;3.0;4.0;475;5;3;8900000;99.0;18736.84
3090;3;1.0;2.0;180;5;2;2790000;0.26;15500.0
1925;3;1.0;2.0;140;5;17;2800000;99.0;20000.0
1900;3;1.0;1.0;130;5;6;2300000;0.33;17692.31
500;3;1.0;1.0;109;5;0;2100000;99.0;19266.06
900;3;1.0;1.0;130;5;0;1680000;0.28;12923.08
1600;3;1.0;1.0;150;5;1;2800000;0.41;18666.67
2600;3;2.0;1.0;140;5;0;3200000;0.48;22857.14
1300;3;1.0;1.0;120;5;20;2500000;0.51;20833.33
1350;3;2.0;1.0;118;5;19;1780000;0.51;15084.75
2600;3;1.0;2.0;150;5;2;3700000;0.56;24666.67
1500;3;1.0;1.0;144;5;2;2380000;0.58;16527.78
2013;3;3.0;1.0;130;5;0;2350000;0.71;18076.92
1100;3;1.0;1.0;109;5;0;1345000;733.68;12339.45
600;1;1.0;0.0;90;6;11;1350000;0.75;15000.0
650;1;1.0;1.0;45;6;1;1299000;0.45;28866.67
1000;1;1.0;1.0;60;6;2;895000;0.47;14916.67
1600;1;1.0;1.0;44;6;2;1250000;0.21;28409.09
550;1;1.0;1.0;41;6;1;935000;0.36;22804.88
600;1;1.0;1.0;22;6;1;230000;0.61;10454.55
618;1;1.0;1.0;45;6;1;850000;0.97;18888.89
850;1;1.0;1.0;43;6;0;1300000;0.45;30232.56
1860;1;1.0;1.0;50;6;10;1100000;99.0;22000.0
525;1;0.0;0.0;38;6;3;545000;0.98;14342.11
1850;1;1.0;1.0;35;6;0;1350000;0.3;38571.43
2000;1;1.0;1.0;55;6;6;1500000;99.0;27272.73
552;1;1.0;0.0;27;6;1;550000;99.0;20370.37
750;1;1.0;1.0;75;6;1;1340000;99.0;17866.67
400;1;1.0;1.0;55;6;1;610000;0.96;11090.91
545;1;1.0;1.0;35;6;0;840000;0.84;24000.0
950;1;0.0;0.0;75;6;1;1550000;99.0;20666.67
850;1;1.0;1.0;60;6;3;2100000;0.36;35000.0
511;1;1.0;1.0;43;6;0;990000;0.36;23023.26
1600;1;1.0;1.0;50;6;1;1199000;0.21;23980.0
400;2;1.0;2.0;69;6;0;290000;99.0;4202.9
533;2;1.0;1.0;60;6;0;1100000;0.34;18333.33
778;2;1.0;1.0;80;6;2;1500000;0.77;18750.0
1300;2;1.0;1.0;82;6;2;1790000;0.9;21829.27
1600;2;1.0;1.0;105;6;2;1900000;1.07;18095.24
680;2;1.0;1.0;58;6;2;850000;0.81;14655.17
900;2;1.0;1.0;53;6;4;1180000;0.55;22264.15
1100;2;1.0;1.0;90;6;0;1890000;0.71;21000.0
894;2;1.0;1.0;70;6;3;1130000;0.37;16142.86
1300;2;1.0;1.0;110;6;0;4000000;0.18;36363.64
900;2;1.0;1.0;71;6;0;1490000;0.5;20985.92
600;2;1.0;1.0;67;6;0;798000;0.59;11910.45
2000;2;1.0;2.0;100;6;3;2800000;99.0;28000.0
845;2;1.0;1.0;90;6;2;1750000;0.43;19444.44
1800;2;1.0;1.0;91;6;0;2500000;0.6;27472.53
1300;2;1.0;2.0;115;6;2;2800000;0.89;24347.83
860;2;1.0;1.0;68;6;4;1600000;0.55;23529.41
2055;2;1.0;1.0;70;6;1;2100000;99.0;30000.0
1100;2;1.0;1.0;100;6;0;1580000;99.0;15800.0
750;2;1.0;1.0;77;6;2;1400000;0.42;18181.82
1286;2;1.0;2.0;77;6;20;1630000;0.32;21168.83
500;2;1.0;1.0;85;6;0;3500000;0.56;41176.47
1200;2;1.0;1.0;76;6;0;1290000;0.73;16973.68
1300;2;1.0;1.0;104;6;2;2500000;0.57;24038.46
780;2;1.0;1.0;70;6;1;1550000;0.77;22142.86
1124;2;1.0;1.0;82;6;1;1750000;99.0;21341.46
1070;2;1.0;1.0;72;6;1;920000;0.45;12777.78
900;2;1.0;1.0;134;6;3;2200000;0.56;16417.91
650;2;1.0;1.0;70;6;1;700000;99.0;10000.0
1050;2;1.0;1.0;78;6;0;1190000;0.28;15256.41
1300;2;1.0;1.0;66;6;6;1365000;0.51;20681.82
1900;2;1.0;2.0;95;6;5;1600000;0.95;16842.11
1100;2;1.0;1.0;68;6;2;950000;0.35;13970.59
800;2;1.0;1.0;81;6;2;1650000;99.0;20370.37
640;2;1.0;1.0;68;6;3;620000;99.0;9117.65
600;2;1.0;1.0;58;6;0;1100000;0.27;18965.52
600;2;1.0;1.0;100;6;0;1650000;99.0;16500.0
1000;3;1.0;1.0;110;6;1;1699000;1.0;15445.45
980;3;1.0;2.0;90;6;1;1290000;0.87;14333.33
500;3;1.0;2.0;135;6;1;1290000;0.61;9555.56
1700;3;1.0;1.0;123;6;0;2100000;0.67;17073.17
850;3;1.0;1.0;96;6;6;1800000;0.32;18750.0
1200;3;1.0;1.0;120;6;11;1700000;99.0;14166.67
1200;3;1.0;2.0;115;6;1;1550000;99.0;13478.26
2200;3;1.0;1.0;154;6;6;2800000;0.37;18181.82
1300;3;1.0;2.0;120;6;5;2300000;99.0;19166.67
1700;3;1.0;1.0;190;6;0;3500000;0.3;18421.05
2520;3;1.0;1.0;130;6;0;2400000;0.43;18461.54
1400;3;1.0;1.0;120;6;9;2100000;0.61;17500.0
2000;3;1.0;1.0;108;6;0;3300000;0.31;30555.56
1450;3;1.0;2.0;130;6;0;2900000;0.52;22307.69
1100;3;1.0;1.0;85;6;7;1199000;0.87;14105.88
1500;3;1.0;1.0;85;6;0;1680000;0.88;19764.71
1398;3;1.0;1.0;86;6;0;1550000;0.79;18023.26
1500;3;1.0;1.0;90;6;1;1790000;99.0;19888.89
1830;3;1.0;2.0;120;6;2;2950000;0.57;24583.33
2250;3;1.0;2.0;128;6;0;2980000;0.14;23281.25
1180;3;1.0;1.0;93;6;2;1700000;0.55;18279.57
5400;3;2.0;3.0;240;6;2;7000000;0.21;29166.67
1400;3;2.0;1.0;110;6;2;2100000;0.48;19090.91
1350;3;1.0;1.0;96;6;12;2420000;99.0;25208.33
930;3;1.0;1.0;90;6;26;2200000;0.65;24444.44
1300;3;1.0;1.0;90;6;2;2350000;0.6;26111.11
1000;3;1.0;1.0;94;6;3;2190000;0.61;23297.87
1060;3;1.0;1.0;85;6;4;1950000;99.0;22941.18
1550;3;1.0;1.0;110;6;1;1790000;0.77;16272.73
1124;3;1.0;1.0;145;6;2;2490000;0.27;17172.41
2600;3;1.0;2.0;135;6;1;6500000;0.12;48148.15
1200;3;1.0;1.0;88;6;2;1550000;0.69;17613.64
1700;3;1.0;1.0;134;6;22;2200000;0.56;16417.91
2000;3;1.0;1.0;150;6;2;4200000;0.27;28000.0
1850;3;2.0;1.0;130;6;0;2750000;0.19;21153.85
1700;3;1.0;1.0;110;6;2;1850000;99.0;16818.18
900;3;1.0;1.0;130;6;10;2107000;99.0;16207.69
1110;3;1.0;1.0;85;6;2;1620000;0.87;19058.82
2216;3;2.0;2.0;160;6;2;6300000;0.08;39375.0
1500;3;1.0;2.0;120;6;2;2900000;99.0;24166.67
1127;3;1.0;1.0;100;6;2;1950000;0.15;19500.0
2100;3;1.0;2.0;150;6;6;2650000;0.78;17666.67
1200;3;1.0;1.0;100;6;11;2090000;99.0;20900.0
400;1;0.0;1.0;50;7;0;300000;99.0;6000.0
424;1;0.0;1.0;53;7;0;470000;99.0;8867.92
350;1;0.0;1.0;50;7;0;400000;99.0;8000.0
390;1;0.0;1.0;50;7;10;339000;99.0;6780.0
264;1;0.0;1.0;35;7;0;380000;99.0;10857.14
230;1;0.0;1.0;48;7;1;285000;99.0;5937.5
500;1;1.0;1.0;56;7;1;370000;99.0;6607.14
310;1;0.0;1.0;36;7;5;280000;99.0;7777.78
590;1;0.0;1.0;60;7;0;450000;99.0;7500.0
450;1;0.0;1.0;70;7;15;530000;99.0;7571.43
700;1;0.0;1.0;62;7;0;440000;99.0;7096.77
500;1;0.0;1.0;48;7;0;370000;99.0;7708.33
150;1;0.0;1.0;45;7;6;360000;99.0;8000.0
655;1;0.0;1.0;50;7;0;400000;99.0;8000.0
772;1;0.0;1.0;65;7;0;520000;99.0;8000.0
350;1;0.0;1.0;30;7;1;205000;99.0;6833.33
200;1;0.0;1.0;58;7;0;280000;99.0;4827.59
600;1;0.0;1.0;50;7;3;360000;99.0;7200.0
450;1;0.0;1.0;40;7;0;339000;99.0;8475.0
642;1;0.0;1.0;60;7;1;465000;99.0;7750.0
790;1;1.0;1.0;70;7;0;460000;99.0;6571.43
500;1;1.0;1.0;54;7;2;365000;99.0;6759.26
500;1;0.0;1.0;38;7;0;249999;99.0;6578.92
300;1;1.0;1.0;41;7;0;320000;99.0;7804.88
470;1;0.0;1.0;35;7;1;355000;99.0;10142.86
420;1;0.0;1.0;40;7;0;300000;99.0;7500.0
250;2;1.0;1.0;65;7;1;325000;99.0;5000.0
760;2;1.0;1.0;80;7;1;445000;99.0;5562.5
645;2;1.0;1.0;74;7;1;540000;99.0;7297.3
600;2;1.0;1.0;76;7;0;499000;99.0;6565.79
580;2;1.0;1.0;66;7;24;425000;99.0;6439.39
700;2;1.0;1.0;67;7;2;450000;99.0;6716.42
750;2;1.0;1.0;63;7;0;670000;99.0;10634.92
970;2;1.0;1.0;67;7;2;405000;99.0;6044.78
400;2;1.0;1.0;67;7;20;440000;99.0;6567.16
750;2;1.0;1.0;62;7;6;409000;99.0;6596.77
800;2;1.0;1.0;83;7;3;690000;99.0;8313.25
654;2;1.0;1.0;73;7;1;750000;99.0;10273.97
520;2;1.0;1.0;90;7;0;500000;99.0;5555.56
620;2;2.0;1.0;74;7;16;446000;99.0;6027.03
423;2;1.0;1.0;73;7;0;365000;99.0;5000.0
460;2;1.0;1.0;70;7;0;295000;99.0;4214.29
540;2;1.0;1.0;78;7;1;490000;99.0;6282.05
750;2;1.0;1.0;64;7;1;670000;99.0;10468.75
900;2;1.0;1.0;83;7;1;660000;99.0;7951.81
850;2;1.0;1.0;80;7;1;430000;99.0;5375.0
744;2;1.0;1.0;84;7;0;600000;99.0;7142.86
650;2;1.0;1.0;80;7;5;785000;99.0;9812.5
850;2;1.0;1.0;85;7;17;680000;99.0;8000.0
600;2;0.0;1.0;77;7;2;420000;99.0;5454.55
736;2;1.0;1.0;92;7;0;650000;99.0;7065.22
645;2;1.0;1.0;84;7;1;885000;99.0;10535.71
885;2;1.0;1.0;78;7;0;580000;99.0;7435.9
771;2;1.0;1.0;84;7;12;810000;99.0;9642.86
840;2;1.0;1.0;76;7;1;780000;99.0;10263.16
480;2;1.0;1.0;80;7;1;630000;99.0;7875.0
580;2;1.0;1.0;63;7;0;460000;99.0;7301.59
720;2;1.0;1.0;75;7;1;440000;99.0;5866.67
500;2;1.0;1.0;72;7;25;445000;99.0;6180.56
635;2;1.0;1.0;65;7;0;420000;99.0;6461.54
330;2;1.0;1.0;50;7;0;360000;99.0;7200.0
150;2;1.0;1.0;65;7;1;540000;99.0;8307.69
380;2;1.0;1.0;70;7;0;450000;99.0;6428.57
835;2;1.0;1.0;76;7;1;670000;99.0;8815.79
650;2;1.0;1.0;60;7;0;750000;99.0;12500.0
1080;2;1.0;1.0;100;7;1;680000;99.0;6800.0
825;2;1.0;1.0;90;7;4;750000;99.0;8333.33
1100;2;1.0;2.0;106;7;2;1320000;99.0;12452.83
481;2;1.0;1.0;70;7;2;470000;99.0;6714.29
810;2;1.0;1.0;95;7;6;490000;99.0;5157.89
600;3;1.0;1.0;80;7;1;650000;99.0;8125.0
1850;3;1.0;2.0;214;7;0;1080000;99.0;5046.73
890;3;1.0;2.0;139;7;0;1100000;99.0;7913.67
1315;3;1.0;1.0;135;7;2;680000;99.0;5037.04
980;3;1.0;2.0;110;7;0;1030000;99.0;9363.64
630;3;1.0;2.0;92;7;1;590000;99.0;6413.04
420;3;1.0;1.0;120;7;5;660000;99.0;5500.0
810;3;1.0;1.0;130;7;0;699000;99.0;5376.92
913;3;1.0;1.0;86;7;1;680000;99.0;7906.98
900;3;1.0;2.0;86;7;8;960000;99.0;11162.79
1500;3;1.0;2.0;170;7;2;945000;99.0;5558.82
950;3;1.0;1.0;126;7;0;599900;99.0;4761.11
190;3;1.0;1.0;80;7;1;510000;99.0;6375.0
780;3;1.0;2.0;120;7;18;780000;99.0;6500.0
1200;3;1.0;2.0;100;7;2;1000000;99.0;10000.0
580;3;1.0;1.0;96;7;2;590000;99.0;6145.83
750;3;1.0;1.0;86;7;0;600000;99.0;6976.74
900;3;1.0;1.0;100;7;1;750000;99.0;7500.0
730;3;1.0;1.0;90;7;2;550000;99.0;6111.11
600;3;1.0;1.0;90;7;3;650000;99.0;7222.22
1000;3;1.0;2.0;125;7;23;825000;99.0;6600.0
1050;3;1.0;2.0;95;7;0;899000;99.0;9463.16
1100;3;1.0;2.0;110;7;2;850000;99.0;7727.27
860;3;1.0;1.0;110;7;4;770000;99.0;7000.0
950;3;1.0;2.0;96;7;1;600000;99.0;6250.0
1528;3;1.0;2.0;118;7;1;930000;99.0;7881.36
1100;3;1.0;1.0;110;7;1;750000;99.0;6818.18
700;3;1.0;2.0;73;7;9;680000;99.0;9315.07
940;3;1.0;2.0;140;7;20;990000;99.0;7071.43
1000;3;1.0;1.0;90;7;2;700000;99.0;7777.78
880;3;1.0;2.0;120;7;0;750000;99.0;6250.0
760;3;1.0;1.0;86;7;0;550000;99.0;6395.35
1000;3;1.0;1.0;100;7;12;580000;99.0;5800.0
1000;3;1.0;1.0;95;7;0;670000;99.0;7052.63
450;3;0.0;1.0;72;7;0;435000;99.0;6041.67
1500;3;1.0;2.0;125;7;2;1280000;99.0;10240.0
1000;3;1.0;2.0;103;7;2;800000;99.0;7766.99
500;3;1.0;1.0;120;7;0;819900;99.0;6832.5
785;3;1.0;2.0;71;7;2;800000;99.0;11267.61
500;3;1.0;2.0;124;7;0;1100000;99.0;8870.97
348;1;1.0;1.0;40;1;0;500000;99.0;12500.0
311;1;1.0;1.0;42;1;0;530000;99.0;12619.05
700;1;1.0;1.0;70;1;0;700000;99.0;10000.0
440;1;1.0;1.0;44;1;60;515000;99.0;11704.55
480;1;1.0;1.0;52;1;0;669000;99.0;12865.38
560;1;1.0;1.0;70;1;60;690000;99.0;9857.14
1550;1;1.0;1.0;44;1;0;760000;99.0;17272.73
400;1;1.0;1.0;50;1;30;650000;99.0;13000.0
1040;1;1.0;1.0;70;1;570;450000;99.0;6428.57
500;1;1.0;1.0;38;1;0;520000;99.0;13684.21
552;1;0.0;0.0;67;1;390;790000;99.0;11791.04
740;1;1.0;1.0;60;1;30;770000;99.0;12833.33
400;1;1.0;1.0;35;1;30;370000;99.0;10571.43
500;1;1.0;1.0;47;1;0;670000;99.0;14255.32
600;1;1.0;1.0;45;1;0;500000;99.0;11111.11
1500;1;1.0;1.0;60;1;0;695000;99.0;11583.33
370;1;1.0;1.0;45;1;0;620000;99.0;13777.78
500;1;1.0;1.0;55;1;0;500000;99.0;9090.91
465;1;1.0;1.0;50;1;0;570000;99.0;11400.0
250;1;1.0;1.0;40;1;0;400000;99.0;10000.0
1000;1;1.0;1.0;54;1;0;750000;99.0;13888.89
340;1;1.0;1.0;40;1;540;550000;99.0;13750.0
280;1;0.0;0.0;65;1;0;578000;99.0;8892.31
394;1;1.0;1.0;40;1;0;550000;99.0;13750.0
580;1;1.0;1.0;43;1;0;500000;99.0;11627.91
1071;1;1.0;1.0;44;1;0;568000;99.0;12909.09
825;2;1.0;1.0;79;1;30;690000;99.0;8734.18
500;2;2.0;1.0;78;1;0;990000;99.0;12692.31
900;2;2.0;1.0;77;1;120;1150000;99.0;14935.06
882;2;1.0;1.0;87;1;0;1250000;99.0;14367.82
970;2;1.0;1.0;86;1;30;1090000;99.0;12674.42
1500;2;1.0;1.0;68;1;30;950000;99.0;13970.59
1200;2;1.0;2.0;68;1;0;950000;99.0;13970.59
580;2;1.0;2.0;65;1;420;750000;99.0;11538.46
1100;2;1.0;1.0;79;1;30;799000;99.0;10113.92
1600;2;1.0;1.0;90;1;90;1100000;99.0;12222.22
600;2;1.0;1.0;70;1;0;720000;99.0;10285.71
760;2;1.0;1.0;76;1;0;890000;99.0;11710.53
950;2;1.0;1.0;75;1;90;1150000;99.0;15333.33
936;2;1.0;1.0;70;1;0;1080000;99.0;15428.57
520;2;1.0;1.0;75;1;60;519000;99.0;6920.0
860;2;1.0;1.0;76;1;0;980000;99.0;12894.74
790;2;1.0;1.0;71;1;0;950000;99.0;13380.28
1600;2;1.0;1.0;90;1;330;1100000;99.0;12222.22
1000;2;1.0;1.0;88;1;30;995000;99.0;11306.82
480;2;1.0;1.0;70;1;30;650000;99.0;9285.71
990;2;1.0;1.0;82;1;150;650000;99.0;7926.83
920;2;1.0;1.0;70;1;0;1080000;99.0;15428.57
630;2;1.0;1.0;70;1;0;600000;99.0;8571.43
1000;2;1.0;1.0;68;1;150;972000;99.0;14294.12
1018;2;1.0;2.0;80;1;120;1200000;99.0;15000.0
745;2;1.0;1.0;82;1;0;879000;99.0;10719.51
1400;2;1.0;1.0;75;1;0;1300000;99.0;17333.33
970;2;1.0;1.0;75;1;0;980000;99.0;13066.67
800;2;1.0;1.0;71;1;0;1250000;99.0;17605.63
540;2;1.0;1.0;60;1;0;550000;99.0;9166.67
900;2;1.0;1.0;90;1;0;980000;99.0;10888.89
1142;2;1.0;1.0;110;1;270;1350000;99.0;12272.73
450;2;1.0;1.0;117;1;0;800000;99.0;6837.61
616;2;1.0;1.0;65;1;90;800000;99.0;12307.69
840;2;1.0;1.0;74;1;30;930000;99.0;12567.57
800;2;1.0;1.0;82;1;0;1250000;99.0;15243.9
450;2;1.0;1.0;68;1;0;450000;99.0;6617.65
1684;3;3.0;1.0;212;1;150;1990000;99.0;9386.79
1500;3;1.0;2.0;156;1;0;2050000;99.0;13141.03
380;3;1.0;1.0;72;1;0;800000;99.0;11111.11
1130;3;1.0;2.0;125;1;30;950000;99.0;7600.0
680;3;1.0;2.0;108;1;120;1660000;99.0;15370.37
1350;3;1.0;1.0;102;1;60;1750000;99.0;17156.86
1350;3;1.0;2.0;135;1;0;1625000;99.0;12037.04
1400;3;1.0;1.0;194;1;0;1970000;99.0;10154.64
1200;3;2.0;2.0;95;1;150;1300000;99.0;13684.21
1000;3;1.0;1.0;83;1;0;900000;99.0;10843.37
1250;3;1.0;1.0;136;1;60;934000;99.0;6867.65
1000;3;1.0;2.0;100;1;150;1240000;99.0;12400.0
1700;3;1.0;2.0;113;1;0;1400000;99.0;12389.38
1200;3;1.0;2.0;110;1;810;1827000;99.0;16609.09
700;3;1.0;2.0;85;1;30;870000;99.0;10235.29
700;3;1.0;1.0;96;1;0;950000;99.0;9895.83
1327;3;1.0;1.0;120;1;480;920000;99.0;7666.67
1600;3;1.0;2.0;130;1;360;1850000;99.0;14230.77
3930;3;3.0;3.0;228;1;30;4199000;99.0;18416.67
750;3;1.0;1.0;115;1;330;1100000;99.0;9565.22
1000;3;1.0;1.0;83;1;0;900000;99.0;10843.37
1350;3;1.0;1.0;140;1;60;1800000;99.0;12857.14
991;3;1.0;1.0;101;1;270;1250000;99.0;12376.24
1300;3;1.0;2.0;108;1;0;1560000;99.0;14444.44
1300;3;1.0;1.0;120;1;0;980000;99.0;8166.67
500;3;1.0;1.0;105;1;0;1280000;99.0;12190.48
1400;3;1.0;2.0;100;1;0;1530000;99.0;15300.0
1300;3;1.0;1.0;94;1;0;950000;99.0;10106.38
950;3;1.0;1.0;82;1;0;998000;99.0;12170.73
1380;3;1.0;1.0;94;1;0;880000;99.0;9361.7
200;3;1.0;1.0;109;1;0;798000;99.0;7321.1
1300;3;1.0;2.0;120;1;0;1650000;99.0;13750.0
1400;3;1.0;1.0;140;1;660;2500000;99.0;17857.14
1500;3;1.0;1.0;110;1;0;1550000;99.0;14090.91
1000;3;1.0;1.0;120;1;0;1100000;99.0;9166.67
1133;3;1.0;1.0;122;1;0;1820000;99.0;14918.03
290;3;1.0;1.0;110;1;0;640000;99.0;5818.18
500;1;1.0;1.0;22;2;0;265000;0.39;12045.45
1678;1;1.0;1.0;55;2;0;535000;99.0;9727.27
750;1;1.0;1.0;60;2;0;799000;0.99;13316.67
420;1;1.0;1.0;44;2;0;520000;99.0;11818.18
390;1;1.0;1.0;31;2;150;515000;0.47;16612.9
492;1;1.0;1.0;34;2;0;380000;0.62;11176.47
450;1;1.0;1.0;36;2;0;420000;83.19;11666.67
450;1;1.0;1.0;38;2;30;385000;1.1;10131.58
365;1;1.0;1.0;40;2;30;390000;0.24;9750.0
520;1;1.0;1.0;25;2;0;270000;0.4;10800.0
550;1;1.0;1.0;48;2;0;540000;99.0;11250.0
520;1;1.0;1.0;55;2;0;690000;0.64;12545.45
350;1;1.0;1.0;28;2;0;500000;0.3;17857.14
739;1;1.0;1.0;60;2;30;590000;0.44;9833.33
650;1;1.0;1.0;38;2;840;370000;1.19;9736.84
1500;1;1.0;1.0;35;2;0;895000;0.2;25571.43
450;1;1.0;1.0;32;2;0;420000;0.28;13125.0
650;1;1.0;1.0;55;2;0;599000;0.39;10890.91
400;1;1.0;1.0;45;2;30;550000;0.57;12222.22
400;1;1.0;1.0;42;2;600;560000;0.38;13333.33
600;1;1.0;1.0;27;2;0;320000;0.31;11851.85
500;1;1.0;1.0;55;2;0;585000;0.34;10636.36
650;1;1.0;1.0;48;2;0;520000;0.33;10833.33
450;1;1.0;1.0;48;2;810;480000;83.19;10000.0
705;1;1.0;1.0;65;2;0;590000;0.28;9076.92
450;1;1.0;1.0;35;2;570;490000;0.28;14000.0
560;1;1.0;1.0;39;2;0;450000;0.45;11538.46
350;1;1.0;1.0;40;2;0;390000;83.19;9750.0
520;1;0.0;1.0;56;2;0;635000;83.19;11339.29
400;1;1.0;1.0;50;2;210;445000;83.19;8900.0
550;1;1.0;1.0;39;2;0;480000;0.5;12307.69
450;1;1.0;1.0;50;2;0;380000;0.59;7600.0
770;2;1.0;1.0;77;2;0;560000;0.83;7272.73
350;2;1.0;1.0;40;2;0;490000;0.35;12250.0
500;2;2.0;1.0;75;2;0;1680000;0.13;22400.0
650;2;2.0;1.0;60;2;180;1000000;0.14;16666.67
800;2;1.0;1.0;80;2;0;820000;0.35;10250.0
700;2;1.0;1.0;75;2;390;800000;0.42;10666.67
1128;2;2.0;1.0;84;2;30;1550000;0.08;18452.38
1500;2;1.0;1.0;150;2;690;1300000;0.41;8666.67
1400;2;1.0;1.0;93;2;120;1350000;0.68;14516.13
650;2;1.0;2.0;80;2;0;820000;0.68;10250.0
700;2;1.0;1.0;70;2;0;715000;0.46;10214.29
650;2;1.0;1.0;70;2;0;820000;0.41;11714.29
700;2;1.0;1.0;80;2;30;710000;0.39;8875.0
500;2;1.0;1.0;75;2;90;755000;99.0;10066.67
650;2;1.0;1.0;80;2;660;895000;0.44;11187.5
650;2;1.0;2.0;80;2;0;900000;0.68;11250.0
525;2;1.0;2.0;79;2;0;760000;0.4;9620.25
600;2;1.0;1.0;53;2;60;745000;0.3;14056.6
500;2;1.0;1.0;48;2;240;510000;0.4;10625.0
600;2;1.0;1.0;80;2;840;834000;0.44;10425.0
650;2;1.0;1.0;80;2;0;849000;99.0;10612.5
693;2;1.0;2.0;65;2;0;580000;0.56;8923.08
850;2;1.0;1.0;79;2;0;1099000;0.45;13911.39
890;2;1.0;1.0;190;2;30;1790000;99.0;9421.05
1275;2;2.0;1.0;60;2;0;1200000;0.71;20000.0
1000;2;1.0;2.0;85;2;0;1600000;0.43;18823.53
1250;2;1.0;1.0;90;2;0;750000;83.19;8333.33
983;2;1.0;1.0;65;2;810;920000;0.53;14153.85
2200;2;2.0;1.0;209;2;660;1500000;99.0;7177.03
1800;2;1.0;1.0;194;2;0;1850000;0.47;9536.08
1100;2;1.0;2.0;80;2;30;1150000;99.0;14375.0
605;2;1.0;1.0;65;2;30;735000;83.19;11307.69
2000;2;2.0;1.0;72;2;0;740000;0.51;10277.78
1300;3;1.0;1.0;168;2;0;1250000;0.29;7440.48
800;3;1.0;1.0;115;2;450;1157000;99.0;10060.87
1200;3;1.0;1.0;160;2;0;1600000;0.43;10000.0
2200;3;1.0;1.0;280;2;0;2800000;0.47;10000.0
1290;3;1.0;1.0;155;2;0;2600000;0.07;16774.19
1200;3;1.0;1.0;100;2;0;1190000;0.17;11900.0
750;3;1.0;1.0;67;2;840;660000;0.83;9850.75
950;3;1.0;1.0;90;2;30;990000;0.64;11000.0
1939;3;1.0;1.0;230;2;0;3990000;0.24;17347.83
1200;3;1.0;1.0;240;2;30;2200000;0.31;9166.67
996;3;1.0;1.0;158;2;60;1550000;83.19;9810.13
1700;3;1.0;2.0;280;2;0;3400000;0.25;12142.86
870;3;1.0;1.0;103;2;0;600000;0.59;5825.24
1950;3;1.0;1.0;174;2;120;1500000;0.28;8620.69
1500;3;1.0;1.0;340;2;0;3850000;0.3;11323.53
2100;3;1.0;1.0;188;2;0;3900000;0.33;20744.68
860;3;1.0;1.0;100;2;0;1050000;0.59;10500.0
1259;3;1.0;1.0;116;2;240;1100000;83.19;9482.76
1500;3;1.0;1.0;150;2;60;2200000;0.47;14666.67
2100;3;3.0;1.0;210;2;0;4500000;0.03;21428.57
1190;3;0.0;1.0;115;2;0;1300000;0.62;11304.35
1700;3;1.0;1.0;166;2;0;1700000;0.73;10240.96
1300;3;1.0;1.0;100;2;0;1080000;0.52;10800.0
1100;3;1.0;1.0;147;2;0;3400000;0.13;23129.25
980;3;1.0;1.0;104;2;0;750000;0.4;7211.54
1400;3;1.0;1.0;120;2;60;1200000;0.33;10000.0
1834;3;1.0;1.0;192;2;30;3600000;0.09;18750.0
1697;3;1.0;1.0;272;2;810;2900000;99.0;10661.76
1450;3;1.0;1.0;122;2;420;1400000;1.16;11475.41
960;3;1.0;1.0;90;2;210;850000;0.23;9444.44
1640;3;2.0;1.0;195;2;30;1600000;0.05;8205.13
1500;3;1.0;1.0;152;2;60;1300000;0.38;8552.63
1400;3;1.0;1.0;166;2;240;1949900;6.3;11746.39
500;3;1.0;1.0;138;2;30;1550000;0.56;11231.88
1500;3;1.0;1.0;152;2;600;1350000;99.0;8881.58
1620;3;1.0;1.0;163;2;0;1480000;0.61;9079.75
800;3;1.0;1.0;75;2;0;950000;0.5;12666.67
894;3;1.0;1.0;110;2;630;1480000;0.66;13454.55
1500;3;2.0;1.0;141;2;30;1975000;0.42;14007.09
700;3;1.0;1.0;110;2;60;1500000;0.49;13636.36
1700;3;1.0;2.0;175;2;30;2497000;0.41;14268.57
2000;3;1.0;2.0;290;2;0;3000000;0.25;10344.83
1000;3;1.0;4.0;175;2;0;1890000;0.63;10800.0
1800;3;1.0;1.0;190;2;0;2200000;0.42;11578.95
2000;3;2.0;1.0;220;2;0;2500000;0.32;11363.64
800;1;1.0;1.0;150;3;0;1850000;99.0;12333.33
850;1;1.0;1.0;150;3;0;1850000;99.0;12333.33
420;1;1.0;1.0;35;3;0;750000;99.0;21428.57
775;1;1.0;1.0;50;3;0;1080000;99.0;21600.0
290;1;1.0;1.0;36;3;660;840000;99.0;23333.33
700;1;1.0;1.0;45;3;0;750000;99.0;16666.67
785;1;1.0;1.0;50;3;780;950000;99.0;19000.0
646;1;1.0;1.0;61;3;30;950000;99.0;15573.77
550;1;1.0;1.0;54;3;0;700000;99.0;12962.96
800;1;1.0;1.0;56;3;0;850000;99.0;15178.57
700;1;1.0;1.0;55;3;0;620000;99.0;11272.73
400;1;0.0;0.0;37;3;30;480000;99.0;12972.97
500;1;1.0;1.0;40;3;0;620000;99.0;15500.0
