condominio;quartos;suites;vagas;area;bairro;atualizacao;preco;distancia;pm2
665;1;1.0;1.0;54;3;150;700000;99.0;12962.96
600;1;1.0;1.0;50;3;0;800000;99.0;16000.0
600;1;1.0;1.0;38;3;0;650000;99.0;17105.26
700;1;1.0;1.0;58;3;0;850000;99.0;14655.17
646;1;1.0;1.0;61;3;0;950000;99.0;15573.77
790;1;1.0;1.0;65;3;30;890000;99.0;13692.31
680;2;2.0;1.0;120;3;30;1100000;99.0;9166.67
708;2;1.0;1.0;82;3;0;1480000;99.0;18048.78
1183;2;2.0;2.0;142;3;690;1950000;99.0;13732.39
1184;2;2.0;2.0;142;3;690;1950000;99.0;13732.39
650;2;2.0;1.0;75;3;300;810000;99.0;10800.0
937;2;1.0;1.0;80;3;0;1400000;99.0;17500.0
975;2;1.0;1.0;80;3;0;1399000;99.0;17487.5
782;2;1.0;1.0;71;3;0;1250000;99.0;17605.63
1200;2;1.0;2.0;160;3;0;2750000;99.0;17187.5
1800;2;2.0;1.0;116;3;0;2850000;99.0;24568.97
1400;2;1.0;1.0;90;3;0;1855000;99.0;20611.11
1250;2;1.0;1.0;90;3;300;1789000;99.0;19877.78
987;2;1.0;1.0;78;3;0;1250000;99.0;16025.64
987;2;0.0;1.0;80;3;210;1388000;99.0;17350.0
500;2;1.0;1.0;75;3;30;1350000;99.0;18000.0
500;2;1.0;1.0;67;3;0;800000;99.0;11940.3
1250;2;1.0;1.0;100;3;0;1800000;99.0;18000.0
688;2;1.0;1.0;110;3;0;1200000;99.0;10909.09
1400;2;1.0;1.0;100;3;30;1670000;99.0;16700.0
600;2;1.0;1.0;70;3;0;890000;99.0;12714.29
850;2;1.0;1.0;97;3;30;1000000;99.0;10309.28
550;2;1.0;1.0;72;3;0;970000;99.0;13472.22
1500;2;1.0;1.0;85;3;0;1150000;99.0;13529.41
1100;2;1.0;1.0;86;3;0;1680000;99.0;19534.88
800;2;1.0;1.0;89;3;150;980000;99.0;11011.24
1500;3;1.0;2.0;100;3;0;1799000;99.0;17990.0
1042;3;1.0;2.0;110;3;0;2300000;99.0;20909.09
1078;3;1.0;1.0;176;3;0;1600000;99.0;9090.91
1100;3;1.0;2.0;220;3;0;4500000;99.0;20454.55
2500;3;2.0;2.0;160;3;0;2450000;99.0;15312.5
1400;3;2.0;1.0;92;3;0;1650000;99.0;17934.78
500;3;1.0;2.0;100;3;60;980000;99.0;9800.0
1300;3;1.0;2.0;88;3;60;1520000;99.0;17272.73
850;3;1.0;1.0;148;3;0;1750000;99.0;11824.32
500;3;1.0;1.0;98;3;0;1500000;99.0;15306.12
1390;3;1.0;1.0;118;3;30;1550000;99.0;13135.59
1600;3;1.0;2.0;110;3;210;2260000;99.0;20545.45
1450;3;1.0;2.0;140;3;0;2200000;99.0;15714.29
1100;3;1.0;1.0;93;3;630;1600000;99.0;17204.3
740;3;1.0;1.0;97;3;150;1250000;99.0;12886.6
680;3;1.0;2.0;110;3;0;2200000;99.0;20000.0
1350;3;1.0;1.0;94;3;30;1650000;99.0;17553.19
1600;3;1.0;1.0;127;3;150;1390000;99.0;10944.88
1600;3;1.0;1.0;120;3;0;1750000;99.0;14583.33
2400;3;1.0;1.0;138;3;0;1700000;99.0;12318.84
680;3;1.0;2.0;105;3;0;2200000;99.0;20952.38
1300;3;1.0;2.0;109;3;300;2350000;99.0;21559.63
1014;3;1.0;1.0;115;3;0;2100000;99.0;18260.87
330;1;1.0;1.0;55;4;90;355000;99.0;6454.55
330;1;1.0;1.0;52;4;0;345000;99.0;6634.62
500;1;1.0;1.0;70;4;0;450000;99.0;6428.57
440;1;0.0;1.0;50;4;0;340000;99.0;6800.0
560;1;1.0;1.0;59;4;60;280000;99.0;4745.76
400;1;1.0;1.0;30;4;0;250000;99.0;8333.33
370;1;1.0;1.0;61;4;0;380000;99.0;6229.51
380;1;1.0;1.0;55;4;0;325000;99.0;5909.09
500;1;1.0;1.0;38;4;0;249999;99.0;6578.92
580;1;1.0;1.0;55;4;0;300000;99.0;5454.55
500;1;0.0;1.0;60;4;0;425000;99.0;7083.33
485;1;1.0;1.0;50;4;0;400000;99.0;8000.0
470;1;1.0;1.0;53;4;0;300000;99.0;5660.38
600;1;0.0;1.0;52;4;0;370000;99.0;7115.38
500;1;0.0;1.0;53;4;0;300000;99.0;5660.38
550;1;0.0;1.0;60;4;0;430000;99.0;7166.67
350;1;1.0;1.0;48;4;0;300000;99.0;6250.0
550;1;1.0;1.0;60;4;0;159000;99.0;2650.0
130;1;1.0;1.0;50;4;0;315000;99.0;6300.0
740;2;1.0;1.0;70;4;0;430000;99.0;6142.86
473;2;1.0;1.0;72;4;0;430000;99.0;5972.22
389;2;1.0;1.0;45;4;0;350000;99.0;7777.78
546;2;1.0;1.0;67;4;0;460000;99.0;6865.67
550;2;1.0;1.0;80;4;0;465000;99.0;5812.5
540;2;1.0;1.0;100;4;0;550000;99.0;5500.0
650;2;1.0;1.0;71;4;0;510000;99.0;7183.1
661;2;1.0;1.0;75;4;0;450000;99.0;6000.0
210;2;1.0;1.0;80;4;0;370000;99.0;4625.0
800;2;1.0;1.0;80;4;0;340000;99.0;4250.0
600;2;1.0;1.0;60;4;0;380000;99.0;6333.33
620;2;1.0;1.0;90;4;0;630000;99.0;7000.0
530;2;1.0;1.0;60;4;60;330000;99.0;5500.0
468;2;2.0;1.0;65;4;270;430000;99.0;6615.38
710;2;1.0;1.0;76;4;0;600000;99.0;7894.74
711;2;1.0;1.0;83;4;0;380000;99.0;4578.31
669;2;1.0;1.0;70;4;0;550000;99.0;7857.14
680;2;2.0;1.0;65;4;30;390000;99.0;6000.0
700;2;2.0;1.0;70;4;450;350000;99.0;5000.0
730;2;1.0;1.0;61;4;0;350000;99.0;5737.7
640;2;1.0;1.0;70;4;0;435000;99.0;6214.29
530;2;1.0;1.0;72;4;0;420000;99.0;5833.33
600;2;1.0;1.0;75;4;0;400000;99.0;5333.33
650;2;2.0;1.0;63;4;60;590000;99.0;9365.08
700;2;1.0;1.0;90;4;0;625000;99.0;6944.44
750;2;1.0;1.0;98;4;30;460000;99.0;4693.88
260;2;1.0;1.0;78;4;0;400000;99.0;5128.21
560;2;1.0;1.0;66;4;0;380000;99.0;5757.58
250;2;1.0;0.0;66;4;780;250000;99.0;3787.88
1206;2;1.0;1.0;77;4;0;450000;99.0;5844.16
250;2;1.0;1.0;60;4;0;305000;99.0;5083.33
500;2;2.0;1.0;70;4;150;599000;99.0;8557.14
428;2;1.0;1.0;86;4;0;248000;99.0;2883.72
650;2;1.0;1.0;78;4;0;580000;99.0;7435.9
500;3;1.0;2.0;103;4;0;579999;99.0;5631.06
800;3;1.0;2.0;99;4;0;700000;99.0;7070.71
800;3;1.0;2.0;97;4;0;630000;99.0;6494.85
330;3;1.0;2.0;94;4;0;400000;99.0;4255.32
930;3;1.0;2.0;150;4;0;894000;99.0;5960.0
500;3;1.0;1.0;80;4;60;228000;99.0;2850.0
712;3;1.0;1.0;100;4;0;800000;99.0;8000.0
950;3;1.0;2.0;120;4;0;640000;99.0;5333.33
800;3;1.0;2.0;79;4;30;540000;99.0;6835.44
800;3;1.0;1.0;86;4;60;640000;99.0;7441.86
890;3;1.0;2.0;130;4;0;560000;99.0;4307.69
200;3;1.0;2.0;80;4;120;450000;99.0;5625.0
792;3;1.0;1.0;94;4;0;630000;99.0;6702.13
700;3;1.0;1.0;118;4;0;650000;99.0;5508.47
750;3;1.0;1.0;94;4;0;580000;99.0;6170.21
230;3;1.0;1.0;90;4;690;550000;99.0;6111.11
1113;3;1.0;2.0;120;4;0;749000;99.0;6241.67
890;3;1.0;2.0;130;4;0;700000;99.0;5384.62
630;3;1.0;1.0;81;4;60;320000;99.0;3950.62
300;3;1.0;1.0;110;4;0;550000;99.0;5000.0
483;3;1.0;1.0;80;4;0;460000;99.0;5750.0
400;3;1.0;1.0;114;4;0;650000;99.0;5701.75
1122;3;1.0;2.0;107;4;0;750000;99.0;7009.35
560;3;1.0;1.0;93;4;0;370000;99.0;3978.49
500;3;1.0;1.0;200;4;0;615000;99.0;3075.0
1100;3;1.0;2.0;118;4;840;620000;99.0;5254.24
400;1;1.0;1.0;25;5;30;520000;0.48;20800.0
550;1;1.0;1.0;55;5;90;750000;0.4;13636.36
500;1;1.0;1.0;36;5;30;975000;0.17;27083.33
500;1;1.0;1.0;48;5;0;1000000;0.34;20833.33
565;1;1.0;1.0;33;5;0;690000;0.3;20909.09
663;1;1.0;1.0;37;5;0;750000;80.44;20270.27
600;1;0.0;0.0;30;5;30;499000;0.31;16633.33
628;1;1.0;1.0;65;5;0;900000;99.0;13846.15
2500;1;1.0;1.0;40;5;30;1300000;8.69;32500.0
600;1;1.0;1.0;50;5;0;1575000;0.47;31500.0
650;1;1.0;1.0;46;5;0;750000;0.37;16304.35
605;1;1.0;1.0;50;5;0;1050000;0.36;21000.0
598;1;1.0;1.0;35;5;30;500000;972.18;14285.71
580;1;1.0;2.0;52;5;30;899000;80.44;17288.46
1190;1;1.0;1.0;50;5;0;1100000;0.37;22000.0
1045;1;1.0;2.0;108;5;30;1700000;80.44;15740.74
600;1;1.0;1.0;30;5;0;680000;0.38;22666.67
750;1;1.0;1.0;36;5;30;660000;0.67;18333.33
490;1;1.0;1.0;33;5;0;515000;0.51;15606.06
400;1;1.0;1.0;55;5;0;920000;0.65;16727.27
1800;1;1.0;1.0;50;5;450;1350000;0.16;27000.0
380;1;1.0;1.0;48;5;0;790000;0.53;16458.33
715;1;1.0;1.0;56;5;60;1050000;0.5;18750.0
2480;2;1.0;1.0;90;5;0;1580000;0.38;17555.56
450;2;1.0;2.0;70;5;0;1050000;0.39;15000.0
1;2;2.0;1.0;65;5;0;1000000;0.28;15384.62
1650;2;2.0;1.0;75;5;0;1250000;0.46;16666.67
4011;2;2.0;2.0;70;5;0;2000000;99.0;28571.43
750;2;1.0;1.0;75;5;0;1070000;99.0;14266.67
300;2;2.0;1.0;90;5;240;1500000;80.44;16666.67
980;2;1.0;1.0;100;5;690;1450000;99.0;14500.0
1885;2;1.0;2.0;147;5;150;3950000;972.18;26870.75
1520;2;1.0;1.0;70;5;0;960000;0.48;13714.29
720;2;2.0;1.0;70;5;0;990000;0.47;14142.86
1200;2;1.0;1.0;76;5;30;1400000;0.33;18421.05
700;2;1.0;1.0;70;5;570;900000;0.17;12857.14
800;2;1.0;1.0;75;5;0;1150000;0.39;15333.33
455;2;2.0;2.0;110;5;150;1550000;0.61;14090.91
2000;2;2.0;1.0;87;5;150;2300000;0.54;26436.78
780;2;1.0;1.0;60;5;60;699000;0.34;11650.0
814;2;1.0;1.0;82;5;0;1500000;0.61;18292.68
700;2;1.0;1.0;78;5;30;1100000;0.1;14102.56
3090;2;1.0;2.0;180;5;60;2800000;80.44;15555.56
1500;2;1.0;1.0;80;5;0;1900000;0.15;23750.0
430;2;1.0;2.0;76;5;30;840000;80.44;11052.63
850;2;1.0;2.0;83;5;150;1900000;0.53;22891.57
900;2;1.0;1.0;70;5;0;1350000;0.59;19285.71
1800;2;1.0;1.0;110;5;360;1800000;0.44;16363.64
3800;2;2.0;2.0;60;5;0;2350000;0.37;39166.67
600;2;1.0;1.0;65;5;0;950000;0.59;14615.38
900;2;1.0;1.0;70;5;60;910000;0.47;13000.0
760;2;1.0;1.0;70;5;30;650000;0.31;9285.71
1463;3;1.0;1.0;130;5;0;3400000;0.3;26153.85
1700;3;3.0;1.0;110;5;270;1780000;0.44;16181.82
1;3;3.0;4.0;359;5;0;11000000;0.81;30640.67
1500;3;1.0;2.0;160;5;420;3700000;0.67;23125.0
1310;3;3.0;1.0;172;5;270;5900000;80.44;34302.33
1450;3;1.0;2.0;90;5;420;849000;0.58;9433.33
1070;3;1.0;1.0;134;5;0;950000;0.61;7089.55
1500;3;1.0;1.0;124;5;0;2500000;0.6;20161.29
1000;3;1.0;1.0;126;5;0;1890000;0.78;15000.0
1000;3;1.0;1.0;115;5;90;1490000;9.23;12956.52
930;3;1.0;1.0;130;5;60;1500000;80.44;11538.46
2500;3;1.0;2.0;135;5;0;3400000;0.57;25185.19
2500;3;1.0;2.0;250;5;0;4500000;0.39;18000.0
1200;3;1.0;1.0;120;5;0;2800000;0.44;23333.33
1600;3;1.0;1.0;110;5;0;1850000;0.54;16818.18
1620;3;1.0;1.0;162;5;60;3500000;0.78;21604.94
2800;3;1.0;1.0;160;5;300;3000000;0.35;18750.0
1400;3;1.0;2.0;140;5;30;1730000;0.45;12357.14
950;3;1.0;2.0;110;5;60;1999000;99.0;18172.73
120;3;1.0;1.0;125;5;30;1789000;0.33;14312.0
745;3;1.0;1.0;76;5;60;1490000;0.58;19605.26
1200;3;1.0;1.0;70;5;0;1380000;0.29;19714.29
1575;3;1.0;1.0;103;5;0;1750000;80.44;16990.29
2000;3;1.0;1.0;130;5;0;2900000;0.7;22307.69
3200;3;1.0;2.0;107;5;150;3950000;0.54;36915.89
1517;3;1.0;1.0;110;5;150;1890000;0.48;17181.82
1200;3;3.0;1.0;105;5;60;900000;0.49;8571.43
4500;3;1.0;1.0;200;5;60;6500000;972.18;32500.0
900;3;1.0;1.0;130;5;0;1500000;0.28;11538.46
1600;3;1.0;1.0;150;5;30;2800000;0.41;18666.67
3800;3;1.0;2.0;250;5;0;6800000;0.45;27200.0
2600;3;2.0;1.0;140;5;0;3200000;0.48;22857.14
2600;3;1.0;2.0;150;5;30;3700000;0.56;24666.67
1500;3;1.0;1.0;144;5;150;2380000;0.58;16527.78
2100;3;1.0;1.0;185;5;90;3500000;99.0;18918.92
1600;3;1.0;2.0;120;5;30;2480000;80.44;20666.67
1400;3;1.0;1.0;105;5;0;1950000;0.18;18571.43
1650;3;1.0;2.0;138;5;0;2700000;0.58;19565.22
1250;3;2.0;1.0;118;5;0;1990000;0.33;16864.41
1700;3;1.0;2.0;113;5;60;3200000;0.2;28318.58
1500;3;1.0;1.0;100;5;0;1345000;0.28;13450.0
990;3;1.0;1.0;110;5;420;1800000;0.38;16363.64
545;1;0.0;0.0;35;6;90;730000;0.84;20857.14
450;1;1.0;1.0;43;6;0;679000;0.51;15790.7
1570;1;1.0;1.0;35;6;0;1350000;0.32;38571.43
520;1;1.0;1.0;50;6;0;850000;0.97;17000.0
415;1;1.0;0.0;49;6;0;650000;0.96;13265.31
545;1;1.0;0.0;35;6;0;730000;0.84;20857.14
650;1;1.0;0.0;46;6;210;680000;972.18;14782.61
400;1;0.0;0.0;27;6;420;445000;0.55;16481.48
604;1;1.0;1.0;50;6;0;980000;0.29;19600.0
360;1;0.0;0.0;45;6;570;790000;0.55;17555.56
450;1;1.0;0.0;50;6;150;650000;972.18;13000.0
1800;1;1.0;1.0;45;6;60;1350000;99.0;30000.0
1670;1;1.0;1.0;44;6;60;1250000;99.0;28409.09
1450;1;1.0;1.0;50;6;0;1299000;0.21;25980.0
760;1;1.0;0.0;64;6;30;1375000;0.39;21484.38
400;1;1.0;3.0;55;6;0;610000;0.96;11090.91
1600;1;1.0;1.0;50;6;0;1733000;0.44;34660.0
950;1;0.0;0.0;75;6;60;1550000;99.0;20666.67
500;1;1.0;1.0;33;6;0;1000000;0.31;30303.03
1750;1;1.0;3.0;170;6;0;4000000;99.0;23529.41
320;2;2.0;1.0;50;6;0;1100000;0.15;22000.0
800;2;1.0;1.0;111;6;60;2300000;99.0;20720.72
1036;2;1.0;1.0;65;6;60;1200000;99.0;18461.54
840;2;2.0;1.0;46;6;0;1150000;0.45;25000.0
1866;2;2.0;2.0;206;6;840;2900000;0.6;14077.67
1550;2;2.0;1.0;92;6;60;2300000;0.44;25000.0
894;2;0.0;0.0;70;6;180;1130000;0.37;16142.86
550;2;1.0;2.0;56;6;0;945000;0.5;16875.0
780;2;1.0;1.0;70;6;690;1500000;0.24;21428.57
800;2;1.0;1.0;80;6;30;1440000;99.0;18000.0
2000;2;1.0;2.0;149;6;0;3500000;0.44;23489.93
1560;2;1.0;1.0;80;6;30;1490000;0.6;18625.0
1100;2;1.0;1.0;90;6;0;1100000;0.82;12222.22
1160;2;1.0;1.0;100;6;360;1700000;0.95;17000.0
950;2;2.0;1.0;60;6;90;1050000;79.27;17500.0
1800;2;1.0;1.0;91;6;30;2500000;0.6;27472.53
1600;2;2.0;1.0;92;6;150;3000000;0.44;32608.7
1300;2;2.0;2.0;149;6;150;2450000;0.77;16442.95
860;2;0.0;1.0;68;6;0;1600000;0.55;23529.41
750;2;1.0;1.0;77;6;150;1400000;0.42;18181.82
750;2;1.0;1.0;113;6;30;2550000;0.38;22566.37
1200;2;1.0;1.0;76;6;0;1290000;0.73;16973.68
1070;2;0.0;1.0;72;6;30;920000;0.45;12777.78
650;2;1.0;1.0;70;6;0;700000;99.0;10000.0
1300;2;1.0;1.0;66;6;270;1365000;0.51;20681.82
1900;2;1.0;2.0;95;6;240;1600000;0.95;16842.11
1100;2;2.0;1.0;68;6;150;950000;0.35;13970.59
450;2;2.0;1.0;70;6;0;1180000;0.33;16857.14
1050;2;1.0;1.0;65;6;690;1050000;0.49;16153.85
500;3;0.0;1.0;90;6;30;1350000;99.0;15000.0
3600;3;1.0;1.0;160;6;0;4000000;0.14;25000.0
1200;3;1.0;1.0;120;6;420;1700000;99.0;14166.67
1200;3;1.0;2.0;115;6;60;1550000;99.0;13478.26
6500;3;1.0;2.0;260;6;90;10500000;0.18;40384.62
1115;3;1.0;2.0;84;6;0;1250000;0.56;14880.95
1350;3;1.0;1.0;96;6;30;2300000;0.4;23958.33
600;3;1.0;1.0;85;6;0;1700000;0.55;20000.0
1100;3;1.0;2.0;100;6;150;2400000;0.78;24000.0
2009;3;1.0;1.0;104;6;150;3500000;0.2;33653.85
2520;3;1.0;1.0;130;6;0;2250000;0.43;17307.69
3080;3;1.0;2.0;156;6;0;3400000;0.37;21794.87
1400;3;1.0;1.0;120;6;30;2100000;0.41;17500.0
1500;3;1.0;1.0;182;6;150;3080000;0.56;16923.08
2250;3;1.0;2.0;128;6;0;2980000;0.14;23281.25
4000;3;1.0;2.0;160;6;30;5900000;0.09;36875.0
1060;3;1.0;1.0;85;6;150;1950000;0.67;22941.18
1700;3;2.0;2.0;100;6;840;1690000;79.27;16900.0
1400;3;2.0;1.0;110;6;150;2100000;0.48;19090.91
1680;3;3.0;2.0;130;6;180;4000000;0.39;30769.23
1000;3;1.0;1.0;94;6;0;2190000;0.61;23297.87
1600;3;1.0;1.0;132;6;0;2650000;0.38;20075.76
800;3;2.0;1.0;90;6;0;1850000;0.87;20555.56
1124;3;1.0;1.0;145;6;150;2490000;0.27;17172.41
1500;3;3.0;2.0;137;6;30;3200000;79.27;23357.66
1050;3;1.0;1.0;131;6;0;2599000;0.68;19839.69
1200;3;1.0;1.0;88;6;150;1550000;0.69;17613.64
1080;3;1.0;1.0;105;6;30;1650000;0.55;15714.29
2500;3;1.0;2.0;220;6;0;6500000;0.06;29545.45
1880;3;1.0;1.0;140;6;660;3640000;0.55;26000.0
900;3;1.0;1.0;130;6;390;2107000;99.0;16207.69
709;3;1.0;1.0;80;6;0;1750000;0.55;21875.0
951;3;1.0;1.0;100;6;30;1800000;0.38;18000.0
1600;3;1.0;1.0;95;6;150;2100000;0.54;22105.26
1127;3;1.0;1.0;100;6;0;1950000;0.15;19500.0
3300;3;1.0;1.0;105;6;180;2390000;79.27;22761.9
2250;3;1.0;2.0;150;6;150;2740000;0.71;18266.67
1200;3;1.0;1.0;100;6;420;2090000;99.0;20900.0
330;1;1.0;1.0;38;7;0;389999;99.0;10263.13
480;1;1.0;1.0;50;7;0;400000;99.0;8000.0
500;1;1.0;1.0;56;7;0;370000;99.0;6607.14
550;1;1.0;1.0;37;7;60;318000;99.0;8594.59
411;1;1.0;1.0;48;7;0;230000;99.0;4791.67
385;1;1.0;1.0;58;7;0;370000;99.0;6379.31
655;1;1.0;1.0;50;7;0;400000;99.0;8000.0
456;1;1.0;1.0;33;7;0;330000;99.0;10000.0
315;1;1.0;1.0;50;7;0;224999;99.0;4499.98
490;1;1.0;1.0;46;7;0;430000;99.0;9347.83
450;1;0.0;1.0;40;7;0;339000;99.0;8475.0
450;1;1.0;1.0;46;7;0;320000;99.0;6956.52
500;1;1.0;1.0;54;7;30;365000;99.0;6759.26
380;1;1.0;1.0;41;7;0;320000;99.0;7804.88
550;1;1.0;1.0;61;7;0;470000;99.0;7704.92
420;1;1.0;1.0;50;7;0;340000;99.0;6800.0
690;1;1.0;1.0;60;7;0;400000;99.0;6666.67
500;1;1.0;1.0;38;7;0;249999;99.0;6578.92
300;1;1.0;1.0;41;7;0;320000;99.0;7804.88
265;1;1.0;1.0;44;7;0;330000;99.0;7500.0
715;1;1.0;1.0;64;7;0;370000;99.0;5781.25
270;1;1.0;1.0;44;7;330;420000;99.0;9545.45
350;1;1.0;1.0;50;7;240;320000;99.0;6400.0
480;1;1.0;1.0;48;7;0;340000;99.0;7083.33
380;1;1.0;1.0;36;7;0;420000;99.0;11666.67
286;1;1.0;1.0;49;7;0;205000;99.0;4183.67
286;1;1.0;1.0;40;7;0;215000;99.0;5375.0
645;2;1.0;1.0;74;7;0;540000;99.0;7297.3
650;2;1.0;1.0;74;7;0;630000;99.0;8513.51
330;2;1.0;1.0;60;7;30;420000;99.0;7000.0
550;2;1.0;1.0;60;7;120;399000;99.0;6650.0
813;2;1.0;1.0;69;7;30;360000;99.0;5217.39
970;2;1.0;1.0;67;7;30;405000;99.0;6044.78
900;2;1.0;1.0;80;7;30;550000;99.0;6875.0
550;2;1.0;1.0;71;7;30;770000;99.0;10845.07
890;2;1.0;1.0;64;7;0;400000;99.0;6250.0
423;2;1.0;1.0;73;7;0;365000;99.0;5000.0
700;2;1.0;1.0;69;7;30;555000;99.0;8043.48
380;2;1.0;1.0;70;7;0;550000;99.0;7857.14
460;2;1.0;1.0;70;7;0;295000;99.0;4214.29
350;2;1.0;1.0;52;7;0;335000;99.0;6442.31
500;2;1.0;1.0;57;7;150;370000;99.0;6491.23
500;2;1.0;1.0;60;7;330;540000;99.0;9000.0
700;2;1.0;1.0;70;7;60;400000;99.0;5714.29
850;2;1.0;1.0;75;7;0;455000;99.0;6066.67
550;2;1.0;1.0;90;7;90;500000;99.0;5555.56
590;2;1.0;1.0;73;7;30;650000;99.0;8904.11
744;2;1.0;1.0;84;7;0;600000;99.0;7142.86
390;2;1.0;1.0;50;7;30;244000;99.0;4880.0
736;2;1.0;1.0;92;7;0;650000;99.0;7065.22
470;2;1.0;1.0;72;7;0;419000;99.0;5819.44
885;2;1.0;1.0;78;7;0;580000;99.0;7435.9
640;2;1.0;1.0;70;7;60;600000;99.0;8571.43
600;2;1.0;1.0;86;7;60;550000;99.0;6395.35
1100;2;1.0;1.0;98;7;0;730000;99.0;7448.98
250;2;2.0;1.0;108;7;330;870000;99.0;8055.56
714;2;1.0;1.0;75;7;0;560000;99.0;7466.67
330;2;1.0;1.0;50;7;0;360000;99.0;7200.0
281;2;1.0;1.0;72;7;0;430000;99.0;5972.22
850;2;1.0;1.0;80;7;0;550000;99.0;6875.0
480;2;1.0;1.0;70;7;0;525000;99.0;7500.0
472;2;1.0;1.0;68;7;450;766000;99.0;11264.71
738;2;1.0;1.0;87;7;210;650000;99.0;7471.26
750;2;1.0;1.0;75;7;0;620000;99.0;8266.67
480;2;1.0;1.0;65;7;0;570000;99.0;8769.23
566;2;1.0;1.0;90;7;0;500000;99.0;5555.56
1200;2;1.0;1.0;70;7;0;700000;99.0;10000.0
621;2;1.0;1.0;90;7;0;530000;99.0;5888.89
712;2;1.0;1.0;75;7;0;630000;99.0;8400.0
650;2;1.0;1.0;87;7;30;650000;99.0;7471.26
1100;3;1.0;1.0;134;7;0;695000;99.0;5186.57
406;3;1.0;1.0;80;7;240;430000;99.0;5375.0
890;3;1.0;2.0;139;7;0;1100000;99.0;7913.67
1300;3;2.0;2.0;108;7;630;400000;99.0;3703.7
485;3;1.0;1.0;85;7;690;490000;99.0;5764.71
420;3;1.0;1.0;120;7;240;660000;99.0;5500.0
810;3;1.0;1.0;130;7;0;699000;99.0;5376.92
900;3;1.0;1.0;88;7;270;500000;99.0;5681.82
500;3;1.0;1.0;95;7;840;650000;99.0;6842.11
597;3;1.0;2.0;110;7;0;670000;99.0;6090.91
190;3;1.0;1.0;80;7;0;510000;99.0;6375.0
780;3;1.0;1.0;120;7;630;780000;99.0;6500.0
1000;3;1.0;2.0;180;7;60;1290000;99.0;7166.67
588;3;1.0;1.0;98;7;120;1100000;99.0;11224.49
1000;3;1.0;1.0;108;7;0;750000;99.0;6944.44
600;3;1.0;1.0;85;7;60;480000;99.0;5647.06
1370;3;1.0;2.0;130;7;0;1050000;99.0;8076.92
900;3;1.0;1.0;100;7;30;750000;99.0;7500.0
730;3;1.0;1.0;90;7;0;550000;99.0;6111.11
910;3;1.0;1.0;144;7;180;980000;99.0;6805.56
1000;3;1.0;2.0;125;7;780;825000;99.0;6600.0
1050;3;1.0;2.0;95;7;0;899000;99.0;9463.16
1100;3;1.0;2.0;110;7;0;850000;99.0;7727.27
400;3;1.0;1.0;116;7;0;500000;99.0;4310.34
566;3;1.0;1.0;82;7;0;420000;99.0;5121.95
950;3;1.0;1.0;105;7;0;730000;99.0;6952.38
880;3;1.0;1.0;100;7;90;800000;99.0;8000.0
700;3;1.0;1.0;85;7;0;625000;99.0;7352.94
670;3;1.0;1.0;80;7;180;620000;99.0;7750.0
880;3;1.0;2.0;120;7;0;750000;99.0;6250.0
760;3;1.0;1.0;86;7;0;550000;99.0;6395.35
686;3;1.0;1.0;105;7;0;490000;99.0;4666.67
450;3;0.0;1.0;72;7;0;435000;99.0;6041.67
1100;3;1.0;1.0;119;7;30;429900;99.0;3612.61
1500;3;1.0;2.0;125;7;30;1280000;99.0;10240.0
1000;3;1.0;2.0;103;7;30;800000;99.0;7766.99
1850;3;1.0;2.0;166;7;270;1600000;99.0;9638.55
1500;3;1.0;2.0;151;7;90;1400000;99.0;9271.52
1000;3;1.0;2.0;110;7;0;810000;99.0;7363.64
500;3;1.0;2.0;124;7;30;1100000;99.0;8870.97
675;3;1.0;1.0;155;7;0;658000;99.0;4245.16
465;1;1.0;1.0;48;1;90;560000;99.0;11666.67
895;1;1.0;1.0;60;1;0;629000;99.0;10483.33
358;1;1.0;1.0;28;1;0;560000;99.0;20000.0
500;1;1.0;1.0;41;1;120;550000;99.0;13414.63
350;1;1.0;1.0;21;1;60;340000;99.0;16190.48
350;1;1.0;1.0;34;1;0;425000;99.0;12500.0
674;1;1.0;1.0;61;1;30;600000;99.0;9836.07
700;1;1.0;1.0;70;1;0;700000;99.0;10000.0
947;1;1.0;1.0;40;1;0;599000;99.0;14975.0
1550;1;1.0;1.0;44;1;0;680000;99.0;15454.55
500;1;1.0;1.0;30;1;0;385000;99.0;12833.33
1000;1;1.0;1.0;54;1;0;740000;99.0;13703.7
552;1;0.0;1.0;67;1;450;790000;99.0;11791.04
360;1;1.0;1.0;45;1;240;530000;99.0;11777.78
495;1;1.0;1.0;54;1;0;515000;99.0;9537.04
400;1;1.0;1.0;50;1;0;575000;99.0;11500.0
500;1;1.0;1.0;38;1;0;430000;99.0;11315.79
500;1;0.0;1.0;47;1;0;670000;99.0;14255.32
600;1;1.0;1.0;45;1;0;500000;99.0;11111.11
465;1;1.0;1.0;50;1;0;570000;99.0;11400.0
430;1;1.0;1.0;40;1;0;399000;99.0;9975.0
130;1;1.0;1.0;50;1;0;130000;99.0;2600.0
1000;1;1.0;1.0;54;1;0;750000;99.0;13888.89
280;1;1.0;1.0;65;1;0;578000;99.0;8892.31
608;1;1.0;1.0;52;1;480;550000;99.0;10576.92
500;1;1.0;1.0;30;1;0;275000;99.0;9166.67
400;1;1.0;1.0;37;1;0;420000;99.0;11351.35
410;1;1.0;1.0;43;1;0;600000;99.0;13953.49
